CASENUM,VEH_NO,PER_NO,REGION,PSU,PJ,PSU_VAR,URBANICITY,STRATUM,MPR_ACT,PSUSTRAT,WEIGHT
201700000162,0,1,4,49,261,49,1,2,3,21,27.015279103
201700000411,0,1,3,78,452,78,1,2,3,10,23.532293102
201700000595,0,1,3,12,457,12,1,2,3,12,23.507377501
201700001316,0,1,3,59,479,59,1,2,3,10,24.053779742
201700002332,0,1,3,48,87,48,1,2,5,12,23.857577604
201700002471,0,1,3,70,138,70,2,2,11,16,26.875292293
201700002552,0,1,4,64,305,64,1,2,3,23,26.743377229
201700003053,0,1,3,12,457,12,1,2,14,12,23.507377501
201700003084,0,1,3,75,1230,75,2,2,3,19,22.389819235
201700003536,0,1,3,28,437,28,1,2,3,11,23.441373985
201700003795,0,1,4,56,189,189,1,2,3,20,27.561244315
201700003891,0,1,4,49,261,49,1,2,3,21,27.015279103
201700004816,0,1,3,12,457,12,1,2,3,12,23.507377501
201700005110,0,1,4,56,206,206,1,2,5,20,27.561244315
201700005126,0,1,4,56,206,206,1,2,3,20,27.561244315
201700005175,0,1,2,67,1919,67,1,2,3,8,23.019097849
201700005179,0,1,3,82,2152,82,2,2,11,19,23.014580738
201700005188,0,1,1,80,1800,80,1,2,8,2,24.147499322
201700005232,0,1,3,82,2152,82,2,2,3,19,23.014580738
201700005832,0,1,1,80,1800,80,1,2,6,2,25.549563247
201700005877,0,1,3,82,2152,82,2,2,5,19,23.014580738
201700006047,0,1,3,51,1098,51,1,2,5,10,23.541237328
201700006073,0,1,3,51,1078,51,1,2,3,10,23.541237328
201700006096,0,1,3,51,1098,51,1,2,6,10,23.541237328
201700006203,0,1,3,51,1098,51,1,2,3,10,23.541237328
201700006351,0,1,1,15,2513,15,2,2,5,5,22.366102021
201700006378,0,1,2,67,1919,67,1,2,3,8,23.019097849
201700006453,0,1,1,80,1800,80,1,2,5,2,24.147499322
201700006533,0,1,4,60,232,60,1,2,3,21,27.833767483
201700006533,0,2,4,60,232,60,1,2,3,21,27.833767483
201700006940,0,1,3,12,459,12,1,2,3,12,22.837743853
201700007301,0,1,4,56,208,208,1,2,3,20,27.561244315
201700007512,0,1,4,56,189,189,1,2,5,20,27.561244315
201700007625,0,1,1,80,1800,80,1,2,3,2,24.147499322
201700007625,0,2,1,80,1800,80,1,2,3,2,24.147499322
201700007645,0,1,4,44,388,44,2,2,5,25,23.029361188
201700007677,0,1,4,44,388,44,2,2,11,25,23.029361188
201700007785,0,1,2,67,1919,67,1,2,8,8,23.019097849
201700008168,0,1,1,80,1800,80,1,2,3,2,24.147499322
201700008358,0,1,2,67,1919,67,1,2,3,8,23.019097849
201700008423,0,1,2,29,966,29,1,2,3,7,29.88155047
201700008651,0,1,1,80,1800,80,1,2,5,2,24.147499322
201700008720,0,1,1,31,1709,31,1,2,14,2,24.503176565
201700008763,0,1,1,31,1709,31,1,2,3,2,24.503176565
201700008860,0,1,2,58,3224,58,1,2,5,6,22.499351782
201700008860,0,2,2,58,3224,58,1,2,5,6,22.499351782
201700008860,0,3,2,58,3224,58,1,2,5,6,22.499351782
201700008860,0,4,2,58,3224,58,1,2,5,6,22.499351782
201700008860,0,5,2,58,3224,58,1,2,5,6,22.499351782
201700008918,0,1,2,58,3248,58,1,2,3,6,22.499351782
201700008918,0,1,2,58,3248,58,1,2,11,6,22.499351782
201700008928,0,1,2,58,3248,58,1,2,3,6,22.499351782
201700008928,0,2,2,58,3248,58,1,2,3,6,22.499351782
201700008928,0,3,2,58,3248,58,1,2,3,6,22.499351782
201700009023,0,1,2,58,3248,58,1,2,3,6,22.499351782
201700009065,0,1,2,58,3248,58,1,2,3,6,22.499351782
201700009104,0,1,2,58,3248,58,1,2,3,6,22.499351782
201700009145,0,1,2,58,3248,58,1,2,5,6,22.499351782
201700009181,0,1,2,58,3248,58,1,2,3,6,22.499351782
201700009211,0,1,2,58,3248,58,1,2,3,6,22.499351782
201700009260,0,1,2,58,3248,58,1,2,3,6,22.499351782
201700009287,0,1,2,58,3248,58,1,2,3,6,22.499351782
201700009474,0,1,2,58,3246,58,1,2,5,6,22.499351783
201700009717,0,1,3,40,3106,40,1,2,3,15,23.201763174
201700009784,0,1,2,67,1919,67,1,2,6,8,23.019097849
201700009999,0,1,3,62,567,62,2,2,3,18,22.750095989
201700010011,0,1,4,60,232,60,1,2,3,21,27.833767483
201700010114,0,1,4,60,234,60,1,2,3,21,27.833767485
201700010214,0,1,2,45,1308,45,2,2,8,9,19.623327151
201700010268,0,1,3,35,2799,35,1,2,5,13,23.614015947
201700010477,0,1,1,31,1709,31,1,2,3,2,24.503176565
201700010520,0,1,3,65,2851,65,1,2,3,13,23.546493198
201700010534,0,1,4,10,329,10,1,2,5,21,29.810851246
201700010783,0,1,1,31,1710,31,1,2,3,2,24.503176566
201700010955,0,1,2,67,1919,67,1,2,3,8,23.019097849
201700010998,0,1,3,17,1036,17,1,2,3,15,23.584141034
201700011027,0,1,3,17,1038,17,1,2,3,15,23.584141034
201700011123,0,1,3,17,1053,17,1,2,3,15,23.584141034
201700011286,0,1,3,17,1053,17,1,2,16,15,23.584141034
201700011438,0,1,3,17,1053,17,1,2,3,15,23.584141034
201700011736,0,1,3,38,573,38,1,2,5,14,23.612683469
201700011874,0,1,2,67,1919,67,1,2,5,8,23.019097849
201700011914,0,1,3,33,1459,33,1,2,3,11,23.190145815
201700011923,0,1,3,65,2851,65,1,2,14,13,23.546493198
201700011923,0,2,3,65,2851,65,1,2,14,13,23.546493198
201700012205,0,1,2,77,641,77,2,2,11,9,37.93078298
201700012292,0,1,2,77,652,77,2,2,6,9,53.957866279
201700012330,0,1,2,77,687,77,2,2,3,9,121.63315714
201700012478,0,1,4,64,305,64,1,2,3,23,26.743377229
201700012767,0,1,4,49,261,49,1,2,5,21,27.015279103
201700012789,0,1,4,49,261,49,1,2,2,21,27.015279103
201700012789,0,1,4,49,261,49,1,2,9,21,27.015279103
201700012838,0,1,4,49,261,49,1,2,3,21,27.015279103
201700013596,0,1,4,49,4015,49,1,2,3,21,27.015279103
201700014887,0,1,4,68,295,68,1,2,6,23,31.102646208
201700016341,0,1,4,56,214,214,1,2,9,20,27.561244315
201700016341,0,1,4,56,214,214,1,2,12,20,27.561244315
201700017224,0,1,4,68,4055,68,1,2,3,23,31.10264621
201700017544,0,1,3,78,464,78,1,2,3,10,23.532293102
201700017820,0,1,3,28,437,28,1,2,3,11,23.441373985
201700018231,0,1,4,49,261,49,1,2,3,21,27.015279103
201700018304,0,1,4,49,262,49,1,2,3,21,27.015279103
201700019020,0,1,4,49,261,49,1,2,3,21,27.015279103
201700019148,0,1,4,49,261,49,1,2,3,21,27.015279103
201700019873,0,1,4,10,318,10,1,2,5,21,29.810851247
201700020361,0,1,4,56,208,208,1,2,3,20,27.561244315
201700020515,0,1,4,56,211,211,1,2,3,20,27.561244315
201700020594,0,1,4,56,211,211,1,2,3,20,27.561244315
201700021151,0,1,4,56,214,214,1,2,5,20,27.561244315
201700021508,0,1,4,68,4055,68,1,2,12,23,31.10264621
201700021834,0,1,4,41,162,41,1,2,3,22,25.079944224
201700021926,0,1,4,64,305,64,1,2,3,23,26.743377229
201700022088,0,1,4,49,261,49,1,2,12,21,27.015279103
201700022179,0,1,4,49,261,49,1,2,3,21,27.015279103
201700022375,0,1,4,49,262,49,1,2,3,21,27.015279103
201700022549,0,1,4,49,4015,49,1,2,6,21,27.015279103
201700023296,0,1,3,28,448,28,1,2,3,11,23.441373985
201700023570,0,1,4,56,211,211,1,2,9,20,27.561244315
201700023570,0,1,4,56,211,211,1,2,12,20,27.561244315
201700024058,0,1,4,56,189,189,1,2,3,20,27.561244315
201700024456,0,1,3,48,87,48,1,2,8,12,23.857577604
201700024743,0,1,3,70,45,70,2,2,5,16,88.470765818
201700024816,0,1,2,47,2035,47,2,2,3,9,37.230406861
201700025040,0,1,3,12,455,12,1,2,3,12,23.507377501
201700025855,0,1,2,29,970,29,1,2,5,7,22.828153093
201700026015,0,1,1,13,1191,13,1,2,3,3,24.157346062
201700026093,0,1,2,27,893,27,1,2,3,6,22.513300365
201700026120,0,1,2,27,893,27,1,2,14,6,22.513300365
201700026474,0,1,2,67,1919,67,1,2,5,8,30.427970241
201700026543,0,1,3,51,1098,51,1,2,2,10,23.541237328
201700026543,0,1,3,51,1098,51,1,2,9,10,23.541237328
201700026610,0,1,3,51,1078,51,1,2,5,10,23.541237328
201700027003,0,1,4,41,159,41,1,2,4,22,25.079944223
201700027003,0,1,4,41,159,41,1,2,16,22,25.079944223
201700027058,0,1,4,41,159,41,1,2,3,22,25.079944223
201700027686,0,1,3,33,1484,33,1,2,3,11,23.190145816
201700027824,0,1,4,49,268,49,1,2,6,21,27.015279102
201700027841,0,1,2,67,1919,67,1,2,3,8,23.019097849
201700027890,0,1,4,10,314,10,1,2,5,21,29.810851247
201700027920,0,1,4,10,314,10,1,2,3,21,29.810851247
201700028237,0,1,2,27,893,27,1,2,3,6,22.513300365
201700028373,0,1,2,29,972,29,1,2,3,7,36.533349929
201700028424,0,1,3,17,1053,17,1,2,3,15,23.584141034
201700028581,0,1,3,82,2139,82,2,2,99,19,23.014580738
201700028604,0,1,2,27,900,27,1,2,3,6,41.865960383
201700028700,0,1,3,82,2152,82,2,2,6,19,23.014580738
201700028911,0,1,2,67,1919,67,1,2,3,8,23.019097849
201700028917,0,1,2,29,970,29,1,2,3,7,22.828153093
201700029033,0,1,3,32,2782,32,2,2,5,17,50.913780654
201700029763,0,1,3,59,500,59,1,2,5,10,24.053779742
201700029994,0,1,1,22,1262,22,2,2,3,5,121.90625547
201700030238,0,1,2,67,1919,67,1,2,14,8,23.019097849
201700030506,0,1,3,65,2857,65,1,2,3,13,23.546493198
201700030755,0,1,3,62,543,62,2,2,6,18,22.750095988
201700030879,0,1,3,48,85,48,1,2,5,12,23.177968119
201700031875,0,1,4,56,206,206,1,2,12,20,27.561244315
201700032729,0,1,3,28,432,28,1,2,3,11,23.441373985
201700032782,0,1,3,17,1053,17,1,2,8,15,23.584141034
201700032847,0,1,2,67,1919,67,1,2,3,8,23.019097849
201700032850,0,1,3,32,2802,32,2,2,99,17,32.559099807
201700032939,0,1,2,67,1919,67,1,2,3,8,23.019097849
201700033131,0,1,3,32,2802,32,2,2,6,17,22.555819082
201700033164,0,1,2,27,892,27,1,2,3,6,22.513300365
201700033334,0,1,4,60,257,60,1,2,3,21,27.833767484
201700033362,0,1,4,60,257,60,1,2,3,21,27.833767484
201700033400,0,1,4,60,257,60,1,2,3,21,27.833767484
201700033406,0,1,4,60,257,60,1,2,2,21,27.833767484
201700033440,0,1,4,60,257,60,1,2,8,21,27.833767484
201700033531,0,1,4,60,257,60,1,2,11,21,27.833767484
201700033586,0,1,4,60,257,60,1,2,3,21,27.833767484
201700033616,0,1,4,60,257,60,1,2,3,21,27.833767484
201700033788,0,1,3,38,573,38,1,2,3,14,23.612683469
201700034009,0,1,2,67,1919,67,1,2,14,8,23.019097849
201700034115,0,1,4,60,256,60,1,2,3,21,27.833767484
201700034150,0,1,4,60,256,60,1,2,3,21,27.833767484
201700034162,0,1,4,60,256,60,1,2,3,21,27.833767484
201700034217,0,1,4,60,256,60,1,2,5,21,27.833767484
201700034246,0,1,4,60,256,60,1,2,14,21,27.833767484
201700034262,0,1,4,60,256,60,1,2,3,21,27.833767484
201700034292,0,1,4,60,256,60,1,2,6,21,27.833767484
201700034395,0,1,4,60,256,60,1,2,5,21,27.833767484
201700034402,0,1,4,60,250,60,1,2,3,21,58.907637201
201700034414,0,1,4,60,250,60,1,2,3,21,58.907637201
201700034429,0,1,4,60,250,60,1,2,3,21,58.907637201
201700034551,0,1,4,41,159,41,1,2,3,22,25.079944223
201700034647,0,1,1,81,3131,81,2,2,3,4,23.250034414
201700034685,0,1,4,41,161,41,1,2,3,22,25.079944224
201700034826,0,1,3,75,1230,75,2,2,3,19,22.389819235
201700035008,0,1,3,59,504,59,1,2,3,10,24.053779742
201700035445,0,1,3,53,2687,53,1,2,3,15,48.197668665
201700035500,0,1,2,67,1919,67,1,2,14,8,23.019097849
201700035541,0,1,3,53,2682,53,1,2,3,15,22.22362047
201700036041,0,1,4,24,170,24,2,2,5,24,22.628301708
201700036895,0,1,4,60,234,60,1,2,3,21,27.833767485
201700036931,0,1,4,64,307,64,1,2,3,23,26.743377229
201700037105,0,1,4,46,369,46,1,2,3,22,48.831609694
201700037140,0,1,4,10,314,10,1,2,6,21,29.810851247
201700037151,0,1,4,10,314,10,1,2,3,21,29.810851247
201700037231,0,1,3,55,1056,55,2,2,3,17,95.441952573
201700037247,0,1,2,67,1919,67,1,2,5,8,23.019097849
201700037310,0,1,4,49,260,49,1,2,5,21,27.015279103
201700037324,0,1,4,49,260,49,1,2,3,21,27.015279103
201700037583,0,1,4,60,232,60,1,2,3,21,27.833767483
201700037584,0,1,1,81,3139,81,2,2,6,4,27.269203442
201700037742,0,1,3,51,1098,51,1,2,5,10,23.541237328
201700038178,0,1,4,10,321,10,1,2,3,21,29.810851247
201700038180,0,1,4,10,321,10,1,2,3,21,29.810851247
201700038184,0,1,4,10,321,10,1,2,3,21,29.810851247
201700038186,0,1,4,10,321,10,1,2,5,21,29.810851247
201700038196,0,1,4,10,321,10,1,2,3,21,29.810851247
201700038204,0,1,4,10,321,10,1,2,3,21,29.810851247
201700038286,0,1,4,56,206,206,1,2,5,20,27.561244315
201700038488,0,1,4,41,161,41,1,2,3,22,25.079944224
201700038728,0,1,3,78,454,78,1,2,3,10,23.532293102
201700039036,0,1,3,78,464,78,1,2,3,10,23.532293102
201700039122,0,1,3,78,469,78,1,2,2,10,23.532293102
201700039527,0,1,3,12,456,12,1,2,3,12,22.837743853
201700039853,0,1,3,12,456,12,1,2,3,12,23.507377501
201700039897,0,1,3,12,457,12,1,2,8,12,23.507377501
201700040228,0,1,3,12,457,12,1,2,3,12,23.507377501
201700040300,0,1,3,12,460,12,1,2,5,12,23.507377501
201700041497,0,1,3,59,505,59,1,2,3,10,24.053779742
201700042082,0,1,3,59,504,59,1,10,11,10,209.92602099
201700042742,0,1,3,59,503,59,1,2,2,10,24.053779742
201700043148,0,1,3,28,437,28,1,2,3,11,23.441373985
201700043640,0,1,3,28,440,28,1,2,3,11,23.441373985
201700043813,0,1,3,28,448,28,1,2,3,11,23.441373985
201700043814,0,1,3,28,448,28,1,2,3,11,23.441373985
201700043968,0,1,3,33,1484,33,1,2,6,11,23.190145816
201700044069,0,1,4,46,338,46,1,2,3,22,66.616554623
201700044129,0,1,4,60,232,60,1,2,3,21,27.833767483
201700044181,0,1,4,60,232,60,1,2,5,21,27.833767483
201700044256,0,1,2,67,1919,67,1,2,3,8,23.019097849
201700044301,0,1,1,34,1678,34,1,2,98,1,25.29821519
201700044367,0,1,4,46,336,46,1,2,3,22,25.256335563
201700044383,0,1,1,34,1678,34,1,2,3,1,25.29821519
201700044624,0,1,1,34,1688,34,1,2,3,1,25.298215189
201700044642,0,1,1,34,1688,34,1,2,98,1,25.298215189
201700044887,0,1,3,78,469,78,1,2,2,10,23.532293102
201700044952,0,1,3,12,455,12,1,2,5,12,22.837743853
201700044990,0,1,3,12,457,12,1,2,3,12,23.507377501
201700045580,0,1,2,67,1919,67,1,2,3,8,23.019097849
201700045686,0,1,1,34,1692,34,1,2,8,1,25.298215189
201700045734,0,1,1,22,1260,22,2,2,5,5,23.169797841
201700045802,0,1,1,34,1684,34,1,2,3,1,25.298215189
201700045859,0,1,3,63,2907,63,2,2,5,16,24.02965104
201700045871,0,1,3,63,2907,63,2,2,3,16,24.02965104
201700045943,0,1,4,60,232,60,1,2,3,21,27.833767483
201700046066,0,1,4,60,232,60,1,2,3,21,27.833767483
201700046076,0,1,4,46,337,46,1,2,3,22,25.256335562
201700046076,0,2,4,46,337,46,1,2,2,22,25.256335562
201700046154,0,1,1,34,1695,34,1,2,3,1,25.29821519
201700046276,0,1,1,34,1693,34,1,2,3,1,25.298215189
201700046315,0,1,4,46,337,46,1,2,6,22,25.256335562
201700046361,0,1,1,34,1693,34,1,2,8,1,25.298215189
201700046388,0,1,4,46,337,46,1,2,3,22,25.256335562
201700046452,0,1,2,25,2091,25,1,2,99,8,66.93976022
201700046572,0,1,3,63,2907,63,2,2,3,16,24.02965104
201700046626,0,1,1,34,1693,34,1,2,4,1,25.298215189
201700046626,0,1,1,34,1693,34,1,2,16,1,25.298215189
201700046712,0,1,1,13,1208,13,1,2,11,3,24.157346063
201700046727,0,1,4,60,245,60,1,2,3,21,27.833767484
201700046729,0,1,4,60,245,60,1,2,3,21,27.833767484
201700046768,0,1,1,13,1208,13,1,2,5,3,24.157346063
201700046790,0,1,4,41,159,41,1,2,5,22,25.079944223
201700047102,0,1,3,17,1053,17,1,2,3,15,23.584141034
201700047141,0,1,2,67,1919,67,1,2,3,8,23.019097849
201700047156,0,1,1,66,1764,66,1,2,3,1,25.275936572
201700047253,0,1,4,41,160,41,1,2,5,22,25.079944223
201700047298,0,1,3,38,573,38,1,2,12,14,23.612683469
201700047464,0,1,1,66,1764,66,1,2,3,1,25.275936572
201700047490,0,1,1,66,1764,66,1,2,3,1,25.275936572
201700047649,0,1,1,13,4016,13,1,2,3,3,24.157346062
201700047660,0,1,1,66,1766,66,1,2,5,1,25.275936572
201700047699,0,1,3,62,543,62,2,2,3,18,22.750095988
201700047971,0,1,4,44,334,44,2,2,2,25,24.422763077
201700048071,0,1,1,66,1750,66,1,2,6,1,25.275936572
201700048106,0,1,1,66,1750,66,1,2,3,1,25.275936572
201700048166,0,1,1,31,1709,31,1,2,5,2,24.503176565
201700048175,0,1,1,66,1757,66,1,2,3,1,25.275936573
201700048229,0,1,1,31,1709,31,1,2,3,2,24.503176565
201700048245,0,1,1,31,1709,31,1,2,3,2,24.503176565
201700048254,0,1,1,50,1645,50,2,2,3,4,22.963618593
201700048254,0,1,1,50,1645,50,2,2,4,4,22.963618593
201700048284,0,1,4,56,206,206,1,2,3,20,27.561244315
201700048309,0,1,4,56,206,206,1,2,5,20,27.561244315
201700048314,0,1,4,56,206,206,1,2,3,20,27.561244315
201700048352,0,1,4,56,206,206,1,2,3,20,27.561244315
201700048402,0,1,4,56,206,206,1,2,5,20,27.561244315
201700048406,0,1,4,56,206,206,1,2,8,20,27.561244315
201700048441,0,1,1,13,1208,13,1,2,3,3,24.157346063
201700048447,0,1,1,13,1208,13,1,2,3,3,24.157346063
201700048747,0,1,3,12,455,12,1,2,5,12,23.507377501
201700049633,0,1,3,59,500,59,1,2,3,10,24.053779742
201700049730,0,1,1,66,1762,66,1,2,3,1,25.275936572
201700049849,0,1,1,66,1763,66,1,2,3,1,25.275936572
201700049858,0,1,2,45,1308,45,2,2,5,9,19.623327151
201700049861,0,1,1,66,1763,66,1,2,3,1,25.275936572
201700049868,0,1,3,83,2810,83,1,2,3,13,23.853715915
201700049901,0,1,1,66,1763,66,1,2,3,1,25.275936572
201700050079,0,1,2,25,2092,25,1,2,3,8,77.680356036
201700050223,0,1,1,72,1741,72,1,2,3,1,24.639399691
201700050223,0,2,1,72,1741,72,1,2,3,1,24.639399691
201700050469,0,1,3,83,2810,83,1,2,3,13,23.853715915
201700050671,0,1,3,83,2810,83,1,2,2,13,23.853715915
201700050785,0,1,4,60,232,60,1,2,3,21,27.833767483
201700050848,0,1,4,56,206,206,1,2,3,20,27.561244315
201700050911,0,1,1,13,1207,13,1,2,3,3,24.157346062
201700052049,0,1,4,41,162,41,1,2,3,22,25.079944224
201700052122,0,1,4,41,159,41,1,2,3,22,25.079944223
201700052557,0,1,3,70,138,70,2,2,6,16,26.875292293
201700054291,0,1,3,28,432,28,1,2,3,11,23.441373985
201700054356,0,1,1,76,2286,76,1,2,3,2,24.60487595
201700054364,0,1,2,67,1919,67,1,2,3,8,23.019097849
201700054584,0,1,2,67,1919,67,1,2,3,8,23.019097849
201700054710,0,1,1,72,1723,72,1,2,3,1,24.639399691
201700054763,0,1,3,38,573,38,1,2,3,14,23.612683469
201700054810,0,1,1,80,1804,80,1,2,3,2,24.147499323
201700055067,0,1,3,55,1075,55,2,2,5,17,24.991282197
201700055102,0,1,3,51,1098,51,1,2,5,10,23.541237328
201700055266,0,1,3,51,1098,51,1,2,6,10,23.541237328
201700055722,0,1,1,31,1709,31,1,2,3,2,24.503176565
201700055859,0,1,1,31,1709,31,1,2,3,2,24.503176565
201700055912,0,1,1,31,1714,31,1,2,3,2,28.691755288
201700055969,0,1,3,78,466,78,1,2,3,10,22.861949705
201700055996,0,1,3,12,455,12,1,2,3,12,23.507377501
201700056054,0,1,3,12,457,12,1,2,3,12,23.507377501
201700056278,0,1,2,67,1919,67,1,2,14,8,23.019097849
201700058033,0,1,3,82,2152,82,2,2,5,19,23.014580738
201700058043,0,1,3,53,2687,53,1,2,5,15,48.197668665
201700058149,0,1,3,17,1053,17,1,2,3,15,22.912320692
201700058192,0,1,3,52,590,52,2,2,3,18,39.740395511
201700058353,0,1,4,10,322,10,1,2,3,21,29.810851247
201700058360,0,1,4,10,322,10,1,2,3,21,29.810851247
201700058365,0,1,4,10,322,10,1,2,6,21,29.810851247
201700058366,0,1,4,10,322,10,1,2,3,21,29.810851247
201700058368,0,1,4,10,322,10,1,2,5,21,29.810851247
201700058374,0,1,4,10,322,10,1,2,3,21,29.810851247
201700058417,0,1,1,61,1573,61,1,2,3,1,67.443398457
201700058544,0,1,1,61,1573,61,1,2,3,1,63.74235844
201700058770,0,1,1,72,1723,72,1,2,3,1,24.639399691
201700058851,0,1,2,45,1278,45,2,2,3,9,35.543193054
201700058987,0,1,1,80,1803,80,1,2,5,2,24.147499322
201700059040,0,1,2,67,1919,67,1,2,5,8,23.019097849
201700059155,0,1,1,72,1723,72,1,2,3,1,24.639399691
201700059196,0,1,1,76,2286,76,1,2,5,2,24.60487595
201700059383,0,1,1,72,1723,72,1,2,3,1,24.639399691
201700059504,0,1,3,62,543,62,2,2,6,18,22.750095988
201700059778,0,1,1,76,2298,76,1,2,5,2,39.520570485
201700059905,0,1,4,60,232,60,1,2,3,21,27.833767483
201700060408,0,1,4,56,206,206,1,2,3,20,27.561244315
201700060477,0,1,1,72,1723,72,1,2,3,1,24.639399691
201700060557,0,1,2,67,1919,67,1,2,3,8,23.019097849
201700060630,0,1,1,72,1723,72,1,2,3,1,24.639399691
201700060701,0,1,4,41,159,41,1,2,3,22,25.079944223
201700060746,0,1,4,41,159,41,1,2,3,22,25.079944223
201700060751,0,1,3,83,2810,83,1,2,3,13,23.853715915
201700060826,0,1,4,41,159,41,1,2,5,22,25.079944223
201700061067,0,1,3,78,466,78,1,2,8,10,23.532293102
201700061277,0,1,3,40,3106,40,1,2,3,15,23.201763174
201700062281,0,1,3,28,437,28,1,2,3,11,23.441373985
201700062711,0,1,3,28,437,28,1,2,5,11,23.441373985
201700062883,0,1,3,28,440,28,1,2,3,11,23.441373985
201700062955,0,1,3,28,432,28,1,2,3,11,23.441373985
201700062973,0,1,3,28,448,28,1,2,3,11,23.441373985
201700063118,0,1,2,67,1919,67,1,2,3,8,23.019097849
201700063260,0,1,2,29,972,29,1,2,3,7,36.533349929
201700063324,0,1,3,62,543,62,2,10,3,18,202.93865087
201700063667,0,1,1,61,1568,61,1,2,3,1,38.984517715
201700063867,0,1,1,61,1568,61,1,2,3,1,38.984517715
201700064140,0,1,3,78,469,78,1,2,5,10,23.532293102
201700064147,0,1,3,12,455,12,1,2,3,12,23.507377501
201700064591,0,1,3,59,504,59,1,2,3,10,24.053779742
201700064713,0,1,3,59,500,59,1,2,3,10,24.053779742
201700064874,0,1,3,28,448,28,1,2,3,11,23.441373985
201700065004,0,1,3,83,2810,83,1,2,3,13,23.853715915
201700065135,0,1,2,29,966,29,1,2,3,7,22.605725216
201700065413,0,1,2,67,1919,67,1,2,3,8,23.019097849
201700065413,0,1,2,67,1919,67,1,2,4,8,23.019097849
201700065514,0,1,3,83,2810,83,1,2,5,13,23.853715915
201700065930,0,1,3,53,2666,53,1,2,3,15,21.294462492
201700065985,0,1,4,56,205,205,1,2,3,20,27.561244315
201700066131,0,1,1,13,1208,13,1,2,5,3,24.157346063
201700066179,0,1,1,13,1208,13,1,2,98,3,24.157346063
201700066248,0,1,1,13,1208,13,1,2,5,3,24.157346063
201700066263,0,1,1,13,1208,13,1,2,5,3,24.157346063
201700066278,0,1,1,13,1208,13,1,2,5,3,24.157346063
201700066442,0,1,1,13,1208,13,1,2,5,3,24.157346063
201700066573,0,1,3,48,87,48,1,2,5,12,23.857577604
201700067343,0,1,2,67,1919,67,1,2,3,8,23.019097849
201700067403,0,1,1,80,1800,80,1,2,6,2,24.147499322
201700067404,0,1,4,10,329,10,1,2,3,21,29.810851246
201700067434,0,1,3,65,2851,65,1,2,3,13,23.546493198
201700067458,0,1,3,55,1056,55,2,2,5,17,137.76950632
201700067470,0,1,3,55,1075,55,2,2,5,17,24.991282197
201700067470,0,2,3,55,1075,55,2,2,5,17,24.991282197
201700067470,0,3,3,55,1075,55,2,2,5,17,24.991282197
201700067917,0,1,4,64,305,64,1,2,3,23,26.743377229
201700068376,0,1,4,64,306,64,1,2,3,23,26.743377229
201700068783,0,1,4,49,261,49,1,2,3,21,27.015279103
201700069286,0,1,4,49,261,49,1,2,5,21,27.015279103
201700069363,0,1,4,49,261,49,1,2,5,21,27.015279103
201700069507,0,1,4,49,262,49,1,2,3,21,27.015279103
201700069806,0,1,4,49,262,49,1,2,3,21,27.015279103
201700070702,0,1,3,12,455,12,1,2,3,12,23.507377501
201700070808,0,1,3,12,455,12,1,2,5,12,23.507377501
201700070854,0,1,3,12,456,12,1,2,3,12,23.507377501
201700070998,0,1,3,12,457,12,1,2,3,12,23.507377501
201700071014,0,1,3,12,457,12,1,2,5,12,23.507377501
201700071632,0,1,3,59,505,59,1,2,3,10,24.053779742
201700072189,0,1,4,68,299,68,1,2,9,23,31.102646209
201700072189,0,2,4,68,299,68,1,2,9,23,31.102646209
201700072269,0,1,4,68,299,68,1,2,3,23,31.102646209
201700072381,0,1,4,68,299,68,1,2,5,23,31.102646209
201700072393,0,1,4,68,295,68,1,10,3,23,272.24071044
201700074357,0,1,4,56,211,211,1,2,14,20,27.561244315
201700074596,0,1,4,56,211,211,1,2,3,20,27.561244315
201700075005,0,1,4,56,211,211,1,2,3,20,27.561244315
201700075533,0,1,4,56,214,214,1,2,3,20,27.561244315
201700076372,0,1,4,56,189,189,1,2,14,20,27.561244315
201700076409,0,1,4,56,189,189,1,2,6,20,27.561244315
201700076696,0,1,4,68,4055,68,1,2,3,23,31.10264621
201700077259,0,1,3,38,573,38,1,2,3,14,23.612683469
201700077310,0,1,3,51,1098,51,1,2,5,10,23.541237328
201700077333,0,1,3,51,1098,51,1,2,3,10,23.541237328
201700077470,0,1,3,51,1098,51,1,2,5,10,23.541237328
201700077556,0,1,3,51,1098,51,1,2,3,10,23.541237328
201700077870,0,1,3,17,1053,17,1,2,5,15,22.912320692
201700078086,0,1,4,56,209,209,1,2,3,20,27.561244315
201700078325,0,1,4,24,170,24,2,2,5,24,22.628301708
201700078579,0,1,3,59,506,59,1,2,3,10,23.368581222
201700078891,0,1,4,46,336,46,1,2,3,22,25.256335563
201700078909,0,1,4,46,336,46,1,2,3,22,25.256335563
201700078925,0,1,4,46,336,46,1,2,3,22,25.256335563
201700078947,0,1,2,67,1919,67,1,2,14,8,23.019097849
201700079033,0,1,3,17,1053,17,1,2,3,15,23.584141034
201700079152,0,1,2,67,1919,67,1,2,3,8,23.019097849
201700079286,0,1,3,83,2810,83,1,2,3,13,23.853715915
201700079304,0,1,1,50,1634,50,2,2,5,4,22.963618596
201700079566,0,1,4,44,388,44,2,2,3,25,24.422763077
201700079830,0,1,3,17,1053,17,1,2,8,15,23.584141034
201700079868,0,1,4,49,260,49,1,2,3,21,27.015279103
